word,N,Name,Authorship,Disputed
effect,1,Federalist No. 52,Madison,yes
effectually,1,Federalist No. 52,Madison,yes
enacted,1,Federalist No. 52,Madison,yes
english,1,Federalist No. 52,Madison,yes
enjoyed,1,Federalist No. 52,Madison,yes
enlargement,1,Federalist No. 52,Madison,yes
entirely,1,Federalist No. 52,Madison,yes
espousing,1,Federalist No. 52,Madison,yes
establish,1,Federalist No. 52,Madison,yes
examination,1,Federalist No. 52,Madison,yes
exceed,1,Federalist No. 52,Madison,yes
except,1,Federalist No. 52,Madison,yes
exceptions,1,Federalist No. 52,Madison,yes
exercised,1,Federalist No. 52,Madison,yes
exist,1,Federalist No. 52,Madison,yes
existence,1,Federalist No. 52,Madison,yes
expect,1,Federalist No. 52,Madison,yes
expressly,1,Federalist No. 52,Madison,yes
extend,1,Federalist No. 52,Madison,yes
extremely,1,Federalist No. 52,Madison,yes
facts,1,Federalist No. 52,Madison,yes
faith,1,Federalist No. 52,Madison,yes
falls,1,Federalist No. 52,Madison,yes
feared,1,Federalist No. 52,Madison,yes
fixed,1,Federalist No. 52,Madison,yes
followed,1,Federalist No. 52,Madison,yes
found,1,Federalist No. 52,Madison,yes
founded,1,Federalist No. 52,Madison,yes
four,1,Federalist No. 52,Madison,yes
further,1,Federalist No. 52,Madison,yes
george,1,Federalist No. 52,Madison,yes
good,1,Federalist No. 52,Madison,yes
grievance,1,Federalist No. 52,Madison,yes
guide,1,Federalist No. 52,Madison,yes
hanoverian,1,Federalist No. 52,Madison,yes
he,1,Federalist No. 52,Madison,yes
held,1,Federalist No. 52,Madison,yes
here,1,Federalist No. 52,Madison,yes
history,1,Federalist No. 52,Madison,yes
holds,1,Federalist No. 52,Madison,yes
home,1,Federalist No. 52,Madison,yes
iii,1,Federalist No. 52,Madison,yes
immediate,1,Federalist No. 52,Madison,yes
imperfectly,1,Federalist No. 52,Madison,yes
inadmissible,1,Federalist No. 52,Madison,yes
incumbent,1,Federalist No. 52,Madison,yes
infer,1,Federalist No. 52,Madison,yes
ingredients,1,Federalist No. 52,Madison,yes
inhabitant,1,Federalist No. 52,Madison,yes
inspire,1,Federalist No. 52,Madison,yes
instances,1,Federalist No. 52,Madison,yes
instruction,1,Federalist No. 52,Madison,yes
instructive,1,Federalist No. 52,Madison,yes
interest,1,Federalist No. 52,Madison,yes
intimate,1,Federalist No. 52,Madison,yes
into,1,Federalist No. 52,Madison,yes
introduced,1,Federalist No. 52,Madison,yes
just,1,Federalist No. 52,Madison,yes
justly,1,Federalist No. 52,Madison,yes
kingdom,1,Federalist No. 52,Madison,yes
later,1,Federalist No. 52,Madison,yes
latter,1,Federalist No. 52,Madison,yes
lay,1,Federalist No. 52,Madison,yes
light,1,Federalist No. 52,Madison,yes
limitations,1,Federalist No. 52,Madison,yes
long,1,Federalist No. 52,Madison,yes
magna,1,Federalist No. 52,Madison,yes
maintain,1,Federalist No. 52,Madison,yes
manner,1,Federalist No. 52,Madison,yes
maxim,1,Federalist No. 52,Madison,yes
meaning,1,Federalist No. 52,Madison,yes
meeting,1,Federalist No. 52,Madison,yes
members,1,Federalist No. 52,Madison,yes
mentioned,1,Federalist No. 52,Madison,yes
merely,1,Federalist No. 52,Madison,yes
misinformed,1,Federalist No. 52,Madison,yes
mistake,1,Federalist No. 52,Madison,yes
modern,1,Federalist No. 52,Madison,yes
monarch,1,Federalist No. 52,Madison,yes
moreover,1,Federalist No. 52,Madison,yes
much,1,Federalist No. 52,Madison,yes
native,1,Federalist No. 52,Madison,yes
nearer,1,Federalist No. 52,Madison,yes
nevertheless,1,Federalist No. 52,Madison,yes
numerous,1,Federalist No. 52,Madison,yes
obscure,1,Federalist No. 52,Madison,yes
obstacles,1,Federalist No. 52,Madison,yes
occasion,1,Federalist No. 52,Madison,yes
octennial,1,Federalist No. 52,Madison,yes
office,1,Federalist No. 52,Madison,yes
often,1,Federalist No. 52,Madison,yes
old,1,Federalist No. 52,Madison,yes
option,1,Federalist No. 52,Madison,yes
ourselves,1,Federalist No. 52,Madison,yes
papers,1,Federalist No. 52,Madison,yes
partial,1,Federalist No. 52,Madison,yes
particularly,1,Federalist No. 52,Madison,yes
parts,1,Federalist No. 52,Madison,yes
pass,1,Federalist No. 52,Madison,yes
passed,1,Federalist No. 52,Madison,yes
peculiar,1,Federalist No. 52,Madison,yes
periods,1,Federalist No. 52,Madison,yes
permanent,1,Federalist No. 52,Madison,yes
person,1,Federalist No. 52,Madison,yes
policy,1,Federalist No. 52,Madison,yes
political,1,Federalist No. 52,Madison,yes
polity,1,Federalist No. 52,Madison,yes
popular,1,Federalist No. 52,Madison,yes
portion,1,Federalist No. 52,Madison,yes
possess,1,Federalist No. 52,Madison,yes
possibly,1,Federalist No. 52,Madison,yes
poverty,1,Federalist No. 52,Madison,yes
present,1,Federalist No. 52,Madison,yes
pretexts,1,Federalist No. 52,Madison,yes
pretty,1,Federalist No. 52,Madison,yes
prince,1,Federalist No. 52,Madison,yes
principle,1,Federalist No. 52,Madison,yes
prior,1,Federalist No. 52,Madison,yes
priority,1,Federalist No. 52,Madison,yes
produce,1,Federalist No. 52,Madison,yes
produced,1,Federalist No. 52,Madison,yes
profession,1,Federalist No. 52,Madison,yes
proofs,1,Federalist No. 52,Madison,yes
propriety,1,Federalist No. 52,Madison,yes
prove,1,Federalist No. 52,Madison,yes
provided,1,Federalist No. 52,Madison,yes
provision,1,Federalist No. 52,Madison,yes
publius,1,Federalist No. 52,Madison,yes
purpose,1,Federalist No. 52,Madison,yes
pursued,1,Federalist No. 52,Madison,yes
question,1,Federalist No. 52,Madison,yes
questions,1,Federalist No. 52,Madison,yes
reasonable,1,Federalist No. 52,Madison,yes
received,1,Federalist No. 52,Madison,yes
recollecting,1,Federalist No. 52,Madison,yes
records,1,Federalist No. 52,Madison,yes
reduction,1,Federalist No. 52,Madison,yes
reform,1,Federalist No. 52,Madison,yes
reforms,1,Federalist No. 52,Madison,yes
regarded,1,Federalist No. 52,Madison,yes
regulation,1,Federalist No. 52,Madison,yes
relates,1,Federalist No. 52,Madison,yes
religious,1,Federalist No. 52,Madison,yes
remark,1,Federalist No. 52,Madison,yes
remedy,1,Federalist No. 52,Madison,yes
rendered,1,Federalist No. 52,Madison,yes
repeated,1,Federalist No. 52,Madison,yes
represent,1,Federalist No. 52,Madison,yes
representative,1,Federalist No. 52,Madison,yes
republican,1,Federalist No. 52,Madison,yes
require,1,Federalist No. 52,Madison,yes
requisite,1,Federalist No. 52,Madison,yes
research,1,Federalist No. 52,Madison,yes
resisting,1,Federalist No. 52,Madison,yes
resolution,1,Federalist No. 52,Madison,yes
restrained,1,Federalist No. 52,Madison,yes
resulting,1,Federalist No. 52,Madison,yes
resumed,1,Federalist No. 52,Madison,yes
retain,1,Federalist No. 52,Madison,yes
retained,1,Federalist No. 52,Madison,yes
return,1,Federalist No. 52,Madison,yes
royal,1,Federalist No. 52,Madison,yes
rule,1,Federalist No. 52,Madison,yes
safely,1,Federalist No. 52,Madison,yes
said,1,Federalist No. 52,Madison,yes
satisfactory,1,Federalist No. 52,Madison,yes
satisfy,1,Federalist No. 52,Madison,yes
scheme,1,Federalist No. 52,Madison,yes
secondly,1,Federalist No. 52,Madison,yes
secure,1,Federalist No. 52,Madison,yes
seduce,1,Federalist No. 52,Madison,yes
seducing,1,Federalist No. 52,Madison,yes
seldom,1,Federalist No. 52,Madison,yes
sense,1,Federalist No. 52,Madison,yes
seriously,1,Federalist No. 52,Madison,yes
service,1,Federalist No. 52,Madison,yes
sessions,1,Federalist No. 52,Madison,yes
settled,1,Federalist No. 52,Madison,yes
shackled,1,Federalist No. 52,Madison,yes
shackles,1,Federalist No. 52,Madison,yes
shorter,1,Federalist No. 52,Madison,yes
shown,1,Federalist No. 52,Madison,yes
side,1,Federalist No. 52,Madison,yes
sit,1,Federalist No. 52,Madison,yes
smaller,1,Federalist No. 52,Madison,yes
standard,1,Federalist No. 52,Madison,yes
stood,1,Federalist No. 52,Madison,yes
strengthened,1,Federalist No. 52,Madison,yes
struggle,1,Federalist No. 52,Madison,yes
subjects,1,Federalist No. 52,Madison,yes
submitted,1,Federalist No. 52,Madison,yes
subsequent,1,Federalist No. 52,Madison,yes
substantial,1,Federalist No. 52,Madison,yes
substitute,1,Federalist No. 52,Madison,yes
succession,1,Federalist No. 52,Madison,yes
such,1,Federalist No. 52,Madison,yes
sufficient,1,Federalist No. 52,Madison,yes
suffrage,1,Federalist No. 52,Madison,yes
supply,1,Federalist No. 52,Madison,yes
supreme,1,Federalist No. 52,Madison,yes
system,1,Federalist No. 52,Madison,yes
tempted,1,Federalist No. 52,Madison,yes
termination,1,Federalist No. 52,Madison,yes
themselves,1,Federalist No. 52,Madison,yes
then,1,Federalist No. 52,Madison,yes
third,1,Federalist No. 52,Madison,yes
thirty,1,Federalist No. 52,Madison,yes
throughout,1,Federalist No. 52,Madison,yes
throw,1,Federalist No. 52,Madison,yes
till,1,Federalist No. 52,Madison,yes
times,1,Federalist No. 52,Madison,yes
took,1,Federalist No. 52,Madison,yes
twenty,1,Federalist No. 52,Madison,yes
two,1,Federalist No. 52,Madison,yes
uniform,1,Federalist No. 52,Madison,yes
uniformity,1,Federalist No. 52,Madison,yes
unquestionably,1,Federalist No. 52,Madison,yes
useful,1,Federalist No. 52,Madison,yes
usurpations,1,Federalist No. 52,Madison,yes
vacancies,1,Federalist No. 52,Madison,yes
vague,1,Federalist No. 52,Madison,yes
vanquished,1,Federalist No. 52,Madison,yes
varied,1,Federalist No. 52,Madison,yes
variety,1,Federalist No. 52,Madison,yes
various,1,Federalist No. 52,Madison,yes
vested,1,Federalist No. 52,Madison,yes
vicious,1,Federalist No. 52,Madison,yes
wealth,1,Federalist No. 52,Madison,yes
whatever,1,Federalist No. 52,Madison,yes
whenever,1,Federalist No. 52,Madison,yes
where,1,Federalist No. 52,Madison,yes
whole,1,Federalist No. 52,Madison,yes
william,1,Federalist No. 52,Madison,yes
without,1,Federalist No. 52,Madison,yes
worth,1,Federalist No. 52,Madison,yes
yield,1,Federalist No. 52,Madison,yes
york,1,Federalist No. 52,Madison,yes
young,1,Federalist No. 52,Madison,yes
zeal,1,Federalist No. 52,Madison,yes
the,193,Federalist No. 53,Madison,yes
of,128,Federalist No. 53,Madison,yes
to,73,Federalist No. 53,Madison,yes
and,62,Federalist No. 53,Madison,yes
be,51,Federalist No. 53,Madison,yes
a,48,Federalist No. 53,Madison,yes
in,45,Federalist No. 53,Madison,yes
by,31,Federalist No. 53,Madison,yes
is,28,Federalist No. 53,Madison,yes
will,25,Federalist No. 53,Madison,yes
that,24,Federalist No. 53,Madison,yes
which,23,Federalist No. 53,Madison,yes
as,22,Federalist No. 53,Madison,yes
for,21,Federalist No. 53,Madison,yes
are,19,Federalist No. 53,Madison,yes
not,19,Federalist No. 53,Madison,yes
it,18,Federalist No. 53,Madison,yes
states,16,Federalist No. 53,Madison,yes
government,15,Federalist No. 53,Madison,yes
this,15,Federalist No. 53,Madison,yes
elections,14,Federalist No. 53,Madison,yes
other,14,Federalist No. 53,Madison,yes
can,13,Federalist No. 53,Madison,yes
knowledge,13,Federalist No. 53,Madison,yes
or,12,Federalist No. 53,Madison,yes
some,12,Federalist No. 53,Madison,yes
they,12,Federalist No. 53,Madison,yes
but,11,Federalist No. 53,Madison,yes
from,11,Federalist No. 53,Madison,yes
with,11,Federalist No. 53,Madison,yes
more,10,Federalist No. 53,Madison,yes
no,10,Federalist No. 53,Madison,yes
these,10,Federalist No. 53,Madison,yes
affairs,9,Federalist No. 53,Madison,yes
all,9,Federalist No. 53,Madison,yes
federal,9,Federalist No. 53,Madison,yes
very,9,Federalist No. 53,Madison,yes
has,8,Federalist No. 53,Madison,yes
most,8,Federalist No. 53,Madison,yes
on,8,Federalist No. 53,Madison,yes
state,8,Federalist No. 53,Madison,yes
been,7,Federalist No. 53,Madison,yes
between,7,Federalist No. 53,Madison,yes
different,7,Federalist No. 53,Madison,yes
have,7,Federalist No. 53,Madison,yes
if,7,Federalist No. 53,Madison,yes
laws,7,Federalist No. 53,Madison,yes
legislation,7,Federalist No. 53,Madison,yes
legislative,7,Federalist No. 53,Madison,yes
may,7,Federalist No. 53,Madison,yes
members,7,Federalist No. 53,Madison,yes
one,7,Federalist No. 53,Madison,yes
people,7,Federalist No. 53,Madison,yes
period,7,Federalist No. 53,Madison,yes
than,7,Federalist No. 53,Madison,yes
them,7,Federalist No. 53,Madison,yes
year,7,Federalist No. 53,Madison,yes
an,6,Federalist No. 53,Madison,yes
annual,6,Federalist No. 53,Madison,yes
any,6,Federalist No. 53,Madison,yes
constitution,6,Federalist No. 53,Madison,yes
established,6,Federalist No. 53,Madison,yes
information,6,Federalist No. 53,Madison,yes
less,6,Federalist No. 53,Madison,yes
ought,6,Federalist No. 53,Madison,yes
public,6,Federalist No. 53,Madison,yes
representatives,6,Federalist No. 53,Madison,yes
service,6,Federalist No. 53,Madison,yes
where,6,Federalist No. 53,Madison,yes
would,6,Federalist No. 53,Madison,yes
attention,5,Federalist No. 53,Madison,yes
become,5,Federalist No. 53,Madison,yes
election,5,Federalist No. 53,Madison,yes
liberty,5,Federalist No. 53,Madison,yes
means,5,Federalist No. 53,Madison,yes
objects,5,Federalist No. 53,Madison,yes
single,5,Federalist No. 53,Madison,yes
subject,5,Federalist No. 53,Madison,yes
those,5,Federalist No. 53,Madison,yes
time,5,Federalist No. 53,Madison,yes
also,4,Federalist No. 53,Madison,yes
biennial,4,Federalist No. 53,Madison,yes
case,4,Federalist No. 53,Madison,yes
circumstances,4,Federalist No. 53,Madison,yes
does,4,Federalist No. 53,Madison,yes
even,4,Federalist No. 53,Madison,yes
every,4,Federalist No. 53,Madison,yes
how,4,Federalist No. 53,Madison,yes
only,4,Federalist No. 53,Madison,yes
our,4,Federalist No. 53,Madison,yes
portion,4,Federalist No. 53,Madison,yes
power,4,Federalist No. 53,Madison,yes
question,4,Federalist No. 53,Madison,yes
requisite,4,Federalist No. 53,Madison,yes
security,4,Federalist No. 53,Madison,yes
several,4,Federalist No. 53,Madison,yes
so,4,Federalist No. 53,Madison,yes
such,4,Federalist No. 53,Madison,yes
their,4,Federalist No. 53,Madison,yes
true,4,Federalist No. 53,Madison,yes
uniform,4,Federalist No. 53,Madison,yes
was,4,Federalist No. 53,Madison,yes
we,4,Federalist No. 53,Madison,yes
well,4,Federalist No. 53,Madison,yes
were,4,Federalist No. 53,Madison,yes
what,4,Federalist No. 53,Madison,yes
who,4,Federalist No. 53,Madison,yes
within,4,Federalist No. 53,Madison,yes
acquired,3,Federalist No. 53,Madison,yes
among,3,Federalist No. 53,Madison,yes
bear,3,Federalist No. 53,Madison,yes
both,3,Federalist No. 53,Madison,yes
branches,3,Federalist No. 53,Madison,yes
business,3,Federalist No. 53,Madison,yes
carolina,3,Federalist No. 53,Madison,yes
cases,3,Federalist No. 53,Madison,yes
civil,3,Federalist No. 53,Madison,yes
considerations,3,Federalist No. 53,Madison,yes
course,3,Federalist No. 53,Madison,yes
each,3,Federalist No. 53,Madison,yes
far,3,Federalist No. 53,Madison,yes
foreign,3,Federalist No. 53,Madison,yes
form,3,Federalist No. 53,Madison,yes
frequent,3,Federalist No. 53,Madison,yes
great,3,Federalist No. 53,Madison,yes
greater,3,Federalist No. 53,Madison,yes
he,3,Federalist No. 53,Madison,yes
his,3,Federalist No. 53,Madison,yes
house,3,Federalist No. 53,Madison,yes
i,3,Federalist No. 53,Madison,yes
little,3,Federalist No. 53,Madison,yes
might,3,Federalist No. 53,Madison,yes
much,3,Federalist No. 53,Madison,yes
nations,3,Federalist No. 53,Madison,yes
necessary,3,Federalist No. 53,Madison,yes
new,3,Federalist No. 53,Madison,yes
ordinary,3,Federalist No. 53,Madison,yes
part,3,Federalist No. 53,Madison,yes
particular,3,Federalist No. 53,Madison,yes
perhaps,3,Federalist No. 53,Madison,yes
periods,3,Federalist No. 53,Madison,yes
place,3,Federalist No. 53,Madison,yes
proportion,3,Federalist No. 53,Madison,yes
reason,3,Federalist No. 53,Madison,yes
seat,3,Federalist No. 53,Madison,yes
simple,3,Federalist No. 53,Madison,yes
south,3,Federalist No. 53,Madison,yes
united,3,Federalist No. 53,Madison,yes
without,3,Federalist No. 53,Madison,yes
years,3,Federalist No. 53,Madison,yes
yet,3,Federalist No. 53,Madison,yes
actual,2,Federalist No. 53,Madison,yes
actually,2,Federalist No. 53,Madison,yes
advantages,2,Federalist No. 53,Madison,yes
against,2,Federalist No. 53,Madison,yes
america,2,Federalist No. 53,Madison,yes
answer,2,Federalist No. 53,Madison,yes
applicable,2,Federalist No. 53,Madison,yes
arrangements,2,Federalist No. 53,Madison,yes
assemblies,2,Federalist No. 53,Madison,yes
at,2,Federalist No. 53,Madison,yes
attained,2,Federalist No. 53,Madison,yes
authority,2,Federalist No. 53,Madison,yes
before,2,Federalist No. 53,Madison,yes
better,2,Federalist No. 53,Madison,yes
beyond,2,Federalist No. 53,Madison,yes
branch,2,Federalist No. 53,Madison,yes
changed,2,Federalist No. 53,Madison,yes
citizens,2,Federalist No. 53,Madison,yes
commerce,2,Federalist No. 53,Madison,yes
compass,2,Federalist No. 53,Madison,yes
connecticut,2,Federalist No. 53,Madison,yes
connection,2,Federalist No. 53,Madison,yes
contribute,2,Federalist No. 53,Madison,yes
conversation,2,Federalist No. 53,Madison,yes
could,2,Federalist No. 53,Madison,yes
danger,2,Federalist No. 53,Madison,yes
degree,2,Federalist No. 53,Madison,yes
difficulty,2,Federalist No. 53,Madison,yes
distance,2,Federalist No. 53,Madison,yes
distinguished,2,Federalist No. 53,Madison,yes
diversified,2,Federalist No. 53,Madison,yes
doctrine,2,Federalist No. 53,Madison,yes
due,2,Federalist No. 53,Madison,yes
duly,2,Federalist No. 53,Madison,yes
effect,2,Federalist No. 53,Madison,yes
either,2,Federalist No. 53,Madison,yes
elected,2,Federalist No. 53,Madison,yes
existing,2,Federalist No. 53,Madison,yes
expedient,2,Federalist No. 53,Madison,yes
experience,2,Federalist No. 53,Madison,yes
extensive,2,Federalist No. 53,Madison,yes
familiar,2,Federalist No. 53,Madison,yes
fixed,2,Federalist No. 53,Madison,yes
founded,2,Federalist No. 53,Madison,yes
four,2,Federalist No. 53,Madison,yes
general,2,Federalist No. 53,Madison,yes
given,2,Federalist No. 53,Madison,yes
governed,2,Federalist No. 53,Madison,yes
hence,2,Federalist No. 53,Madison,yes
here,2,Federalist No. 53,Madison,yes
improvements,2,Federalist No. 53,Madison,yes
innovations,2,Federalist No. 53,Madison,yes
instances,2,Federalist No. 53,Madison,yes
into,2,Federalist No. 53,Madison,yes
irregular,2,Federalist No. 53,Madison,yes
island,2,Federalist No. 53,Madison,yes
its,2,Federalist No. 53,Madison,yes
large,2,Federalist No. 53,Madison,yes
law,2,Federalist No. 53,Madison,yes
legislature,2,Federalist No. 53,Madison,yes
lie,2,Federalist No. 53,Madison,yes
limited,2,Federalist No. 53,Madison,yes
local,2,Federalist No. 53,Madison,yes
magistrates,2,Federalist No. 53,Madison,yes
man,2,Federalist No. 53,Madison,yes
many,2,Federalist No. 53,Madison,yes
matter,2,Federalist No. 53,Madison,yes
member,2,Federalist No. 53,Madison,yes
men,2,Federalist No. 53,Madison,yes
must,2,Federalist No. 53,Madison,yes
natural,2,Federalist No. 53,Madison,yes
numerous,2,Federalist No. 53,Madison,yes
observation,2,Federalist No. 53,Madison,yes
obtained,2,Federalist No. 53,Madison,yes
obtaining,2,Federalist No. 53,Madison,yes
often,2,Federalist No. 53,Madison,yes
paramount,2,Federalist No. 53,Madison,yes
point,2,Federalist No. 53,Madison,yes
practical,2,Federalist No. 53,Madison,yes
proper,2,Federalist No. 53,Madison,yes
proverbial,2,Federalist No. 53,Madison,yes
regard,2,Federalist No. 53,Madison,yes
regulated,2,Federalist No. 53,Madison,yes
require,2,Federalist No. 53,Madison,yes
respects,2,Federalist No. 53,Madison,yes
returns,2,Federalist No. 53,Madison,yes
rhode,2,Federalist No. 53,Madison,yes
same,2,Federalist No. 53,Madison,yes
seen,2,Federalist No. 53,Madison,yes
serious,2,Federalist No. 53,Madison,yes
side,2,Federalist No. 53,Madison,yes
similar,2,Federalist No. 53,Madison,yes
situations,2,Federalist No. 53,Madison,yes
sufficient,2,Federalist No. 53,Madison,yes
themselves,2,Federalist No. 53,Madison,yes
there,2,Federalist No. 53,Madison,yes
therefore,2,Federalist No. 53,Madison,yes
thoroughly,2,Federalist No. 53,Madison,yes
throughout,2,Federalist No. 53,Madison,yes
trade,2,Federalist No. 53,Madison,yes
two,2,Federalist No. 53,Madison,yes
tyranny,2,Federalist No. 53,Madison,yes
understood,2,Federalist No. 53,Madison,yes
union,2,Federalist No. 53,Madison,yes
unlawful,2,Federalist No. 53,Madison,yes
us,2,Federalist No. 53,Madison,yes
use,2,Federalist No. 53,Madison,yes
useful,2,Federalist No. 53,Madison,yes
abatements,1,Federalist No. 53,Madison,yes
abuse,1,Federalist No. 53,Madison,yes
accelerating,1,Federalist No. 53,Madison,yes
accommodated,1,Federalist No. 53,Madison,yes
accordingly,1,Federalist No. 53,Madison,yes
accurate,1,Federalist No. 53,Madison,yes
acquaintance,1,Federalist No. 53,Madison,yes
acquainted,1,Federalist No. 53,Madison,yes
acquire,1,Federalist No. 53,Madison,yes
acquirements,1,Federalist No. 53,Madison,yes
act,1,Federalist No. 53,Madison,yes
acts,1,Federalist No. 53,Madison,yes
add,1,Federalist No. 53,Madison,yes
admit,1,Federalist No. 53,Madison,yes
advance,1,Federalist No. 53,Madison,yes
affirmative,1,Federalist No. 53,Madison,yes
affirming,1,Federalist No. 53,Madison,yes
afford,1,Federalist No. 53,Madison,yes
again,1,Federalist No. 53,Madison,yes
alarm,1,Federalist No. 53,Madison,yes
almost,1,Federalist No. 53,Madison,yes
alterable,1,Federalist No. 53,Madison,yes
alterations,1,Federalist No. 53,Madison,yes
although,1,Federalist No. 53,Madison,yes
altogether,1,Federalist No. 53,Madison,yes
annually,1,Federalist No. 53,Madison,yes
annulled,1,Federalist No. 53,Madison,yes
another,1,Federalist No. 53,Madison,yes
answering,1,Federalist No. 53,Madison,yes
appealing,1,Federalist No. 53,Madison,yes
appear,1,Federalist No. 53,Madison,yes
applied,1,Federalist No. 53,Madison,yes
applying,1,Federalist No. 53,Madison,yes
apt,1,Federalist No. 53,Madison,yes
argument,1,Federalist No. 53,Madison,yes
articles,1,Federalist No. 53,Madison,yes
assigned,1,Federalist No. 53,Madison,yes
assimilation,1,Federalist No. 53,Madison,yes
attempted,1,Federalist No. 53,Madison,yes
avail,1,Federalist No. 53,Madison,yes
barrier,1,Federalist No. 53,Madison,yes
begins,1,Federalist No. 53,Madison,yes
being,1,Federalist No. 53,Madison,yes
belongs,1,Federalist No. 53,Madison,yes
best,1,Federalist No. 53,Madison,yes
britain,1,Federalist No. 53,Madison,yes
brought,1,Federalist No. 53,Madison,yes
bulk,1,Federalist No. 53,Madison,yes
calculated,1,Federalist No. 53,Madison,yes
cannot,1,Federalist No. 53,Madison,yes
causes,1,Federalist No. 53,Madison,yes
central,1,Federalist No. 53,Madison,yes
certain,1,Federalist No. 53,Madison,yes
change,1,Federalist No. 53,Madison,yes
check,1,Federalist No. 53,Madison,yes
circumstance,1,Federalist No. 53,Madison,yes
class,1,Federalist No. 53,Madison,yes
closet,1,Federalist No. 53,Madison,yes
co,1,Federalist No. 53,Madison,yes
code,1,Federalist No. 53,Madison,yes
coinciding,1,Federalist No. 53,Madison,yes
collected,1,Federalist No. 53,Madison,yes
commercial,1,Federalist No. 53,Madison,yes
competent,1,Federalist No. 53,Madison,yes
confined,1,Federalist No. 53,Madison,yes
congress,1,Federalist No. 53,Madison,yes
connected,1,Federalist No. 53,Madison,yes
considered,1,Federalist No. 53,Madison,yes
constitutional,1,Federalist No. 53,Madison,yes
continue,1,Federalist No. 53,Madison,yes
continued,1,Federalist No. 53,Madison,yes
conversant,1,Federalist No. 53,Madison,yes
corner,1,Federalist No. 53,Madison,yes
correctly,1,Federalist No. 53,Madison,yes
councils,1,Federalist No. 53,Madison,yes
country,1,Federalist No. 53,Madison,yes
curiosity,1,Federalist No. 53,Madison,yes
current,1,Federalist No. 53,Madison,yes
daily,1,Federalist No. 53,Madison,yes
dangerous,1,Federalist No. 53,Madison,yes
decision,1,Federalist No. 53,Madison,yes
degrees,1,Federalist No. 53,Madison,yes
delegates,1,Federalist No. 53,Madison,yes
demand,1,Federalist No. 53,Madison,yes
departure,1,Federalist No. 53,Madison,yes
derived,1,Federalist No. 53,Madison,yes
deserve,1,Federalist No. 53,Madison,yes
deviation,1,Federalist No. 53,Madison,yes
difference,1,Federalist No. 53,Madison,yes
difficulties,1,Federalist No. 53,Madison,yes
diffuse,1,Federalist No. 53,Madison,yes
diminished,1,Federalist No. 53,Madison,yes
discover,1,Federalist No. 53,Madison,yes
discussed,1,Federalist No. 53,Madison,yes
dispossessed,1,Federalist No. 53,Madison,yes
disputed,1,Federalist No. 53,Madison,yes
distant,1,Federalist No. 53,Madison,yes
distinction,1,Federalist No. 53,Madison,yes
doubt,1,Federalist No. 53,Madison,yes
draughts,1,Federalist No. 53,Madison,yes
drawn,1,Federalist No. 53,Madison,yes
during,1,Federalist No. 53,Madison,yes
e,1,Federalist No. 53,Madison,yes
easier,1,Federalist No. 53,Madison,yes
easy,1,Federalist No. 53,Madison,yes
effectually,1,Federalist No. 53,Madison,yes
elapse,1,Federalist No. 53,Madison,yes
empire,1,Federalist No. 53,Madison,yes
encouragement,1,Federalist No. 53,Madison,yes
end,1,Federalist No. 53,Madison,yes
enjoys,1,Federalist No. 53,Madison,yes
erect,1,Federalist No. 53,Madison,yes
event,1,Federalist No. 53,Madison,yes
exceed,1,Federalist No. 53,Madison,yes
excepted,1,Federalist No. 53,Madison,yes
exertions,1,Federalist No. 53,Madison,yes
existed,1,Federalist No. 53,Madison,yes
exposed,1,Federalist No. 53,Madison,yes
extend,1,Federalist No. 53,Madison,yes
extended,1,Federalist No. 53,Madison,yes
extent,1,Federalist No. 53,Madison,yes
extremely,1,Federalist No. 53,Madison,yes
extremes,1,Federalist No. 53,Madison,yes
fall,1,Federalist No. 53,Madison,yes
few,1,Federalist No. 53,Madison,yes
fewer,1,Federalist No. 53,Madison,yes
find,1,Federalist No. 53,Madison,yes
first,1,Federalist No. 53,Madison,yes
fit,1,Federalist No. 53,Madison,yes
fixing,1,Federalist No. 53,Madison,yes
forcibly,1,Federalist No. 53,Madison,yes
formation,1,Federalist No. 53,Madison,yes
found,1,Federalist No. 53,Madison,yes
free,1,Federalist No. 53,Madison,yes
frequency,1,Federalist No. 53,Madison,yes
frequently,1,Federalist No. 53,Madison,yes
full,1,Federalist No. 53,Madison,yes
fundamental,1,Federalist No. 53,Madison,yes
generally,1,Federalist No. 53,Madison,yes
gradual,1,Federalist No. 53,Madison,yes
grounds,1,Federalist No. 53,Madison,yes
half,1,Federalist No. 53,Madison,yes
happens,1,Federalist No. 53,Madison,yes
happily,1,Federalist No. 53,Madison,yes
hear,1,Federalist No. 53,Madison,yes
himself,1,Federalist No. 53,Madison,yes
hold,1,Federalist No. 53,Madison,yes
holding,1,Federalist No. 53,Madison,yes
human,1,Federalist No. 53,Madison,yes
ignorant,1,Federalist No. 53,Madison,yes
illegitimate,1,Federalist No. 53,Madison,yes
illicit,1,Federalist No. 53,Madison,yes
immediately,1,Federalist No. 53,Madison,yes
importance,1,Federalist No. 53,Madison,yes
important,1,Federalist No. 53,Madison,yes
imposed,1,Federalist No. 53,Madison,yes
inapplicable,1,Federalist No. 53,Madison,yes
inauguration,1,Federalist No. 53,Madison,yes
inconvenience,1,Federalist No. 53,Madison,yes
increased,1,Federalist No. 53,Madison,yes
inculcated,1,Federalist No. 53,Madison,yes
instance,1,Federalist No. 53,Madison,yes
